Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Lepidophloios Planks
appliedenergistics2:facade:0, Cable Facade - Liriodendron Planks
appliedenergistics2:facade:0, Cable Facade - Macroneuropteris Planks
appliedenergistics2:facade:0, Cable Facade - Magnolia Planks
appliedenergistics2:facade:0, Cable Facade - Maple Planks
appliedenergistics2:facade:0, Cable Facade - Nehvizdyella Planks
appliedenergistics2:facade:0, Cable Facade - Pentoxylales Planks
appliedenergistics2:facade:0, Cable Facade - Phoenicopsis Planks
appliedenergistics2:facade:0, Cable Facade - Stunted Pine Planks
appliedenergistics2:facade:0, Cable Facade - Cunninghamia Planks
appliedenergistics2:facade:0, Cable Facade - Pitys Planks
appliedenergistics2:facade:0, Cable Facade - Plane Planks
appliedenergistics2:facade:0, Cable Facade - Podocarp Planks
appliedenergistics2:facade:0, Cable Facade - Podozamites Planks
appliedenergistics2:facade:0, Cable Facade - Redwood Planks
appliedenergistics2:facade:0, Cable Facade - Sciadopitys Planks
appliedenergistics2:facade:0, Cable Facade - Scrubby Pine Planks
appliedenergistics2:facade:0, Cable Facade - Sigillaria Planks
appliedenergistics2:facade:0, Cable Facade - Sphenobaiera Planks
appliedenergistics2:facade:0, Cable Facade - Sycamore Planks
appliedenergistics2:facade:0, Cable Facade - Taxodium Planks
appliedenergistics2:facade:0, Cable Facade - Telemachus Planks
appliedenergistics2:facade:0, Cable Facade - Walchia Planks
appliedenergistics2:facade:0, Cable Facade - Wollemi Pine Planks
appliedenergistics2:facade:0, Cable Facade - Yew Planks
appliedenergistics2:facade:0, Cable Facade - Porphyry
appliedenergistics2:facade:0, Cable Facade - Polished Porphyry
appliedenergistics2:facade:0, Cable Facade - Organic Ground
appliedenergistics2:facade:0, Cable Facade - Ferny Organic Ground
appliedenergistics2:facade:0, Cable Facade - Lush Organic Ground
appliedenergistics2:facade:0, Cable Facade - Mossy Organic Ground
appliedenergistics2:facade:0, Cable Facade - Sandy Organic Ground
appliedenergistics2:facade:0, Cable Facade - Black Sandy Organic Ground
appliedenergistics2:facade:0, Cable Facade - Pangaean Sandy Organic Ground
appliedenergistics2:facade:0, Cable Facade - Red Sandy Organic Ground
appliedenergistics2:facade:0, Cable Facade - White Sandy Organic Ground
appliedenergistics2:facade:0, Cable Facade - Prototaxites Block
appliedenergistics2:facade:0, Cable Facade - Salt Block
appliedenergistics2:facade:0, Cable Facade - Black Sand
appliedenergistics2:facade:0, Cable Facade - Sticky Black Sand
appliedenergistics2:facade:0, Cable Facade - Rippled Black Sand
appliedenergistics2:facade:0, Cable Facade - Sticky Rippled Black Sand
appliedenergistics2:facade:0, Cable Facade - Microbial Organic Ground
appliedenergistics2:facade:0, Cable Facade - Sticky Rippled Ferric Sand
appliedenergistics2:facade:0, Cable Facade - Rippled Ferric Sand
appliedenergistics2:facade:0, Cable Facade - Ferric Sand
appliedenergistics2:facade:0, Cable Facade - Sticky Ferric Sand
appliedenergistics2:facade:0, Cable Facade - Sticky Pangaean Sand
appliedenergistics2:facade:0, Cable Facade - Pangaean Sand
appliedenergistics2:facade:0, Cable Facade - Rippled Pangaean Sand
appliedenergistics2:facade:0, Cable Facade - Sticky Rippled Pangaean Sand
appliedenergistics2:facade:0, Cable Facade - Sticky Red Sand
appliedenergistics2:facade:0, Cable Facade - Rippled Red Sand
appliedenergistics2:facade:0, Cable Facade - Sticky Rippled Red Sand
appliedenergistics2:facade:0, Cable Facade - Sticky Sand
appliedenergistics2:facade:0, Cable Facade - Sticky Gravel
appliedenergistics2:facade:0, Cable Facade - Black Sandstone
appliedenergistics2:facade:0, Cable Facade - Carved Black Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Black Sandstone
appliedenergistics2:facade:0, Cable Facade - Ferric Sandstone
appliedenergistics2:facade:0, Cable Facade - Carved Ferric Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Ferric Sandstone
appliedenergistics2:facade:0, Cable Facade - Pangaean Sandstone
appliedenergistics2:facade:0, Cable Facade - Carved Pangaean Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Pangaean Sands
appliedenergistics2:facade:0, Cable Facade - White Sandstone
appliedenergistics2:facade:0, Cable Facade - Carved White Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth White Sandstone
appliedenergistics2:facade:0, Cable Facade - Rippled Sand
appliedenergistics2:facade:0, Cable Facade - Sticky Rippled Sand
appliedenergistics2:facade:0, Cable Facade - White Sand
appliedenergistics2:facade:0, Cable Facade - Sticky White Sand
appliedenergistics2:facade:0, Cable Facade - Rippled White Sand
appliedenergistics2:facade:0, Cable Facade - Sticky Rippled White Sand
appliedenergistics2:facade:0, Cable Facade - Sandy Dirt
appliedenergistics2:facade:0, Cable Facade - Black Sandy Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Black Sandy Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Sandy Dirt
appliedenergistics2:facade:0, Cable Facade - Pangaean Sandy Dirt
appliedenergistics2:facade:0, Cable Facade - Pangaean Coarse Sandy Dirt
appliedenergistics2:facade:0, Cable Facade - Red Sandy Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Red Sandy Dirt
appliedenergistics2:facade:0, Cable Facade - White Sandy Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse White Sandy Dirt
appliedenergistics2:facade:0, Cable Facade - Scoria
appliedenergistics2:facade:0, Cable Facade - Polished Scoria
appliedenergistics2:facade:0, Cable Facade - Shelly Reef
appliedenergistics2:facade:0, Cable Facade - Sticky Shelly Reef
appliedenergistics2:facade:0, Cable Facade - Silty Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Silty Dirt
appliedenergistics2:facade:0, Cable Facade - Sticky Sponge Reef
appliedenergistics2:facade:0, Cable Facade - Sponge Reef
appliedenergistics2:facade:0, Cable Facade - Bundle of Sticks
appliedenergistics2:facade:0, Cable Facade - Stromatolite
appliedenergistics2:facade:0, Cable Facade - Sticky Stromatolite
appliedenergistics2:facade:0, Cable Facade - Stromatoporoidea Reef
appliedenergistics2:facade:0, Cable Facade - Sticky Stromatoporoidea Reef
appliedenergistics2:facade:0, Cable Facade - Sulphur Block
appliedenergistics2:facade:0, Cable Facade - Sulphur Vent
appliedenergistics2:facade:0, Cable Facade - Emerald Tabulate Coral Block
appliedenergistics2:facade:0, Cable Facade - Amber Tabulate Coral Block
appliedenergistics2:facade:0, Cable Facade - Spessartite Tabulate Coral Block
appliedenergistics2:facade:0, Cable Facade - Archaeopteris Thatch Bundle
appliedenergistics2:facade:0, Cable Facade - Hay Thatch Bundle
appliedenergistics2:facade:0, Cable Facade - Horsetail Thatch Bundle
appliedenergistics2:facade:0, Cable Facade - Palm Thatch Bundle
appliedenergistics2:facade:0, Cable Facade - Psaronius Thatch Bundle
appliedenergistics2:facade:0, Cable Facade - Tietea Thatch Bundle
appliedenergistics2:facade:0, Cable Facade - Thrombolite
appliedenergistics2:facade:0, Cable Facade - Sticky Thrombolite
appliedenergistics2:facade:0, Cable Facade - Zircon Block
appliedenergistics2:facade:0, Cable Facade - Zircon Ore
appliedenergistics2:facade:0, Cable Facade - Lava Rock Zircon Ore
appliedenergistics2:facade:0, Cable Facade - Obsidian Zircon Ore
appliedenergistics2:facade:0, Cable Facade - Psaronius Leaves
appliedenergistics2:facade:0, Cable Facade - Ginkgo Leaves
appliedenergistics2:facade:0, Cable Facade - Peat
appliedenergistics2:facade:0, Cable Facade - Ice Shard Ore
appliedenergistics2:facade:0, Cable Facade - Araucaria Log
appliedenergistics2:facade:0, Cable Facade - Petrified Araucaria Log
appliedenergistics2:facade:0, Cable Facade - Encased Tylosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Ludodactylus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Protoceratops Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Tropeognathus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Leaellynasaura Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Herrerasaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Therizinosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Megapiranha Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Baryonyx Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Cearadactylus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Mamenchisaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Chasmosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Tylosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Ludodactylus Fossil
appliedenergistics2:facade:0, Cable Facade - Protoceratops Fossil
appliedenergistics2:facade:0, Cable Facade - Tropeognathus Fossil
appliedenergistics2:facade:0, Cable Facade - Leaellynasaura Fossil
appliedenergistics2:facade:0, Cable Facade - Herrerasaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Therizinosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Megapiranha Fossil
appliedenergistics2:facade:0, Cable Facade - Baryonyx Fossil
appliedenergistics2:facade:0, Cable Facade - Cearadactylus Fossil
appliedenergistics2:facade:0, Cable Facade - Mamenchisaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Chasmosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Chilesaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Crassigyrinus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Diplocaulus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Guanlong Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Hyaenodon Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Perisphinctes Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Postosuchus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Styracosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Suchomimus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Allosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Mammoth Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Quetzalcoatlus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Coelurus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Mawsonia Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Dreadnoughtus Fossil
appliedenergistics2:facade:0, Cable Facade - Psaronius Slab
appliedenergistics2:facade:0, Cable Facade - Leaves Prehistoric Plant Bale
appliedenergistics2:facade:0, Cable Facade - Phoenix Log
appliedenergistics2:facade:0, Cable Facade - Amber Ore
appliedenergistics2:facade:0, Cable Facade - tile.krill_swarm.name
appliedenergistics2:facade:0, Cable Facade - Petrified Phoenix Log
appliedenergistics2:facade:0, Cable Facade - Petrified Calamites Log
appliedenergistics2:facade:0, Cable Facade - Psaronius Planks
appliedenergistics2:facade:0, Cable Facade - Calamites Slab
appliedenergistics2:facade:0, Cable Facade - Bennettitalean Prehistoric Plant Bale
appliedenergistics2:facade:0, Cable Facade - Phoenix Leaves
appliedenergistics2:facade:0, Cable Facade - Ginkgo Slab
appliedenergistics2:facade:0, Cable Facade - Plant Fossil
appliedenergistics2:facade:0, Cable Facade - Cycad Prehistoric Plant Bale
appliedenergistics2:facade:0, Cable Facade - Fossilized Biped Trackway
appliedenergistics2:facade:0, Cable Facade - Fossilized Small Biped Trackway
appliedenergistics2:facade:0, Cable Facade - Fossilized Raptor Trackway
appliedenergistics2:facade:0, Cable Facade - Ginkgo Planks
appliedenergistics2:facade:0, Cable Facade - Majungasaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Pteranodon Fossil
appliedenergistics2:facade:0, Cable Facade - Rugops Fossil
appliedenergistics2:facade:0, Cable Facade - Segisaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Triceratops Fossil
appliedenergistics2:facade:0, Cable Facade - Tyrannosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Alligator Gar Fossil
appliedenergistics2:facade:0, Cable Facade - Stegosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Spinosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Hypsilophodon Fossil
appliedenergistics2:facade:0, Cable Facade - Dodo Fossil
appliedenergistics2:facade:0, Cable Facade - Leptictidium Fossil
appliedenergistics2:facade:0, Cable Facade - Microceratus Fossil
appliedenergistics2:facade:0, Cable Facade - Apatosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Othnielia Fossil
appliedenergistics2:facade:0, Cable Facade - Dimorphodon Fossil
appliedenergistics2:facade:0, Cable Facade - Sinoceratops Fossil
appliedenergistics2:facade:0, Cable Facade - Arsinoitherium Fossil
appliedenergistics2:facade:0, Cable Facade - Deinotherium Fossil
appliedenergistics2:facade:0, Cable Facade - Elasmotherium Fossil
appliedenergistics2:facade:0, Cable Facade - Megatherium Fossil
appliedenergistics2:facade:0, Cable Facade - Smilodon Fossil
appliedenergistics2:facade:0, Cable Facade - Titanis Fossil
appliedenergistics2:facade:0, Cable Facade - Diplodocus Fossil
appliedenergistics2:facade:0, Cable Facade - Camarasaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Sinoceratops Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Arsinoitherium Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Deinotherium Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Elasmotherium Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Megatherium Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Smilodon Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Titanis Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Diplodocus Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Camarasaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Calamites Planks
appliedenergistics2:facade:0, Cable Facade - Reinforced Bricks
appliedenergistics2:facade:0, Cable Facade - Petrified Ginkgo Log
appliedenergistics2:facade:0, Cable Facade - Reinforced Stone
appliedenergistics2:facade:0, Cable Facade - tile.plankton_swarm.name
appliedenergistics2:facade:0, Cable Facade - Phoenix Planks
appliedenergistics2:facade:0, Cable Facade - Araucaria Leaves
appliedenergistics2:facade:0, Cable Facade - Velociraptor Fossil
appliedenergistics2:facade:0, Cable Facade - Coelacanth Fossil
appliedenergistics2:facade:0, Cable Facade - Microraptor Fossil
appliedenergistics2:facade:0, Cable Facade - Brachiosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Mussaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Achillobator Fossil
appliedenergistics2:facade:0, Cable Facade - Ankylosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Dilophosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Compsognathus Fossil
appliedenergistics2:facade:0, Cable Facade - Gallimimus Fossil
appliedenergistics2:facade:0, Cable Facade - Carnotaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Dunkleosteus Fossil
appliedenergistics2:facade:0, Cable Facade - Giganotosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Parasaurolophus Fossil
appliedenergistics2:facade:0, Cable Facade - Corythosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Edmontosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Lambeosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Metriacanthosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Moganopterus Fossil
appliedenergistics2:facade:0, Cable Facade - Ornithomimus Fossil
appliedenergistics2:facade:0, Cable Facade - Zhenyuanopterus Fossil
appliedenergistics2:facade:0, Cable Facade - Troodon Fossil
appliedenergistics2:facade:0, Cable Facade - Pachycephalosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Oviraptor Fossil
appliedenergistics2:facade:0, Cable Facade - Mosasaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Alvarezsaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Beelzebufo Fossil
appliedenergistics2:facade:0, Cable Facade - Ceratosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Proceratosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Carcharodontosaurus Fossil
appliedenergistics2:facade:0, Cable Facade - Peat Moss
appliedenergistics2:facade:0, Cable Facade - Encased Velociraptor Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Coelacanth Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Microraptor Fossil
appliedenergistics2:facade:0, Cable Facade - Encased Brachiosaurus Fossil
